study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	read_count	experiment_title	experiment_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA904727	SAMN31851976	SRX18363053	SRR22393077	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753505	SINGLE	6880958	NextSeq 2000 sequencing: GSM6753505: I_H7_S283 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753505_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/077/SRR22393077/SRR22393077.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/077/SRR22393077	I_H7_S283	
PRJNA904727	SAMN31851977	SRX18363052	SRR22393078	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753504	SINGLE	8674649	NextSeq 2000 sequencing: GSM6753504: I_G9_S273 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753504_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/078/SRR22393078/SRR22393078.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/078/SRR22393078	I_G9_S273	
PRJNA904727	SAMN31851629	SRX18363048	SRR22393082	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753852	SINGLE	14664496	NextSeq 2000 sequencing: GSM6753852: IV_C9_S129 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753852_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/082/SRR22393082/SRR22393082.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/082/SRR22393082	IV_C9_S129	
PRJNA904727	SAMN31851630	SRX18363047	SRR22393083	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753851	SINGLE	10624866	NextSeq 2000 sequencing: GSM6753851: IV_C8_S128 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753851_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/083/SRR22393083/SRR22393083.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/083/SRR22393083	IV_C8_S128	
PRJNA904727	SAMN31851631	SRX18363046	SRR22393084	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753850	SINGLE	18461668	NextSeq 2000 sequencing: GSM6753850: IV_C7_S127 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753850_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/084/SRR22393084/SRR22393084.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/084/SRR22393084	IV_C7_S127	
PRJNA904727	SAMN31851632	SRX18363045	SRR22393085	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753849	SINGLE	16573051	NextSeq 2000 sequencing: GSM6753849: IV_B9_S117 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753849_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/085/SRR22393085/SRR22393085.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/085/SRR22393085	IV_B9_S117	
PRJNA904727	SAMN31851633	SRX18363044	SRR22393086	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753848	SINGLE	13651067	NextSeq 2000 sequencing: GSM6753848: IV_B8_S116 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753848_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/086/SRR22393086/SRR22393086.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/086/SRR22393086	IV_B8_S116	
PRJNA904727	SAMN31851634	SRX18363043	SRR22393087	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753847	SINGLE	14275339	NextSeq 2000 sequencing: GSM6753847: IV_B7_S115 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753847_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/087/SRR22393087/SRR22393087.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/087/SRR22393087	IV_B7_S115	
PRJNA904727	SAMN31851635	SRX18363042	SRR22393088	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753846	SINGLE	12309634	NextSeq 2000 sequencing: GSM6753846: IV_A9_S105 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753846_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/088/SRR22393088/SRR22393088.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/088/SRR22393088	IV_A9_S105	
PRJNA904727	SAMN31851636	SRX18363041	SRR22393089	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753845	SINGLE	14046347	NextSeq 2000 sequencing: GSM6753845: IV_A8_S104 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753845_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/089/SRR22393089/SRR22393089.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/089/SRR22393089	IV_A8_S104	
PRJNA904727	SAMN31851703	SRX18363038	SRR22393092	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753778	SINGLE	15667506	NextSeq 2000 sequencing: GSM6753778: I_C4_S220 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753778_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/092/SRR22393092/SRR22393092.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/092/SRR22393092	I_C4_S220	
PRJNA904727	SAMN31851704	SRX18363037	SRR22393093	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753777	SINGLE	12369726	NextSeq 2000 sequencing: GSM6753777: I_B6_S210 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753777_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/093/SRR22393093/SRR22393093.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/093/SRR22393093	I_B6_S210	
PRJNA904727	SAMN31851706	SRX18363035	SRR22393095	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753775	SINGLE	13465425	NextSeq 2000 sequencing: GSM6753775: I_B4_S208 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753775_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/095/SRR22393095/SRR22393095.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/095/SRR22393095	I_B4_S208	
PRJNA904727	SAMN31851729	SRX18363028	SRR22393102	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753752	SINGLE	15557948	NextSeq 2000 sequencing: GSM6753752: IV_B5_S113 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753752_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/002/SRR22393102/SRR22393102.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/002/SRR22393102	IV_B5_S113	
PRJNA904727	SAMN31851996	SRX18363000	SRR22392956	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753485	SINGLE	5374318	NextSeq 2000 sequencing: GSM6753485: I_A8_S200 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753485_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/056/SRR22392956/SRR22392956.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/056/SRR22392956	I_A8_S200	
PRJNA904727	SAMN31851767	SRX18363022	SRR22393108	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753714	SINGLE	7031007	NextSeq 2000 sequencing: GSM6753714: II_E12_S348 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753714_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/008/SRR22393108/SRR22393108.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/008/SRR22393108	II_E12_S348	
PRJNA904727	SAMN31851614	SRX18362999	SRR22392957	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753867	SINGLE	10387842	NextSeq 2000 sequencing: GSM6753867: IV_H9_S189 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753867_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/057/SRR22392957/SRR22392957.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/057/SRR22392957	IV_H9_S189	
PRJNA904727	SAMN31851733	SRX18363144	SRR22393109	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753748	SINGLE	12052669	NextSeq 2000 sequencing: GSM6753748: IV_A4_S100 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753748_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/009/SRR22393109/SRR22393109.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/009/SRR22393109	IV_A4_S100	
PRJNA904727	SAMN31851615	SRX18362998	SRR22392958	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753866	SINGLE	10605601	NextSeq 2000 sequencing: GSM6753866: IV_H8_S188 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753866_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/058/SRR22392958/SRR22392958.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/058/SRR22392958	IV_H8_S188	
PRJNA904727	SAMN31851734	SRX18363143	SRR22393110	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753747	SINGLE	9170344	NextSeq 2000 sequencing: GSM6753747: III_H9_S93 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753747_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/010/SRR22393110/SRR22393110.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/010/SRR22393110	III_H9_S93	
PRJNA904727	SAMN31851620	SRX18362993	SRR22392963	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753861	SINGLE	15517615	NextSeq 2000 sequencing: GSM6753861: IV_F9_S165 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753861_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/063/SRR22392963/SRR22392963.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/063/SRR22392963	IV_F9_S165	
PRJNA904727	SAMN31851678	SRX18362991	SRR22392965	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753803	SINGLE	10254161	NextSeq 2000 sequencing: GSM6753803: II_C2_S314 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753803_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/065/SRR22392965/SRR22392965.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/065/SRR22392965	II_C2_S314	
PRJNA904727	SAMN31851735	SRX18363142	SRR22393111	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753746	SINGLE	18417098	NextSeq 2000 sequencing: GSM6753746: III_H8_S92 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753746_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/011/SRR22393111/SRR22393111.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/011/SRR22393111	III_H8_S92	
PRJNA904727	SAMN31851683	SRX18362986	SRR22392970	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753798	SINGLE	11664827	NextSeq 2000 sequencing: GSM6753798: II_A3_S291 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753798_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/070/SRR22392970/SRR22392970.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/070/SRR22392970	II_A3_S291	
PRJNA904727	SAMN31851738	SRX18363139	SRR22393114	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753743	SINGLE	13283499	NextSeq 2000 sequencing: GSM6753743: III_G8_S80 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753743_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/014/SRR22393114/SRR22393114.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/014/SRR22393114	III_G8_S80	
PRJNA904727	SAMN31851717	SRX18362984	SRR22392972	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753764	SINGLE	16378456	NextSeq 2000 sequencing: GSM6753764: IV_F5_S161 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753764_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/072/SRR22392972/SRR22392972.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/072/SRR22392972	IV_F5_S161	
PRJNA904727	SAMN31851740	SRX18363137	SRR22393116	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753741	SINGLE	14940793	NextSeq 2000 sequencing: GSM6753741: III_F9_S69 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753741_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/016/SRR22393116/SRR22393116.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/016/SRR22393116	III_F9_S69	
PRJNA904727	SAMN31851718	SRX18362983	SRR22392973	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753763	SINGLE	14194650	NextSeq 2000 sequencing: GSM6753763: IV_F4_S160 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753763_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/073/SRR22392973/SRR22392973.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/073/SRR22392973	IV_F4_S160	
PRJNA904727	SAMN31851750	SRX18362975	SRR22392981	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753731	SINGLE	10043270	NextSeq 2000 sequencing: GSM6753731: III_C8_S32 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753731_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/081/SRR22392981/SRR22392981.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/081/SRR22392981	III_C8_S32	
PRJNA904727	SAMN31851760	SRX18363133	SRR22393120	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753721	SINGLE	15575269	NextSeq 2000 sequencing: GSM6753721: II_H10_S382 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753721_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/020/SRR22393120/SRR22393120.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/020/SRR22393120	II_H10_S382	
PRJNA904727	SAMN31851754	SRX18362971	SRR22392985	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753727	SINGLE	16746735	NextSeq 2000 sequencing: GSM6753727: III_B7_S19 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753727_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/085/SRR22392985/SRR22392985.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/085/SRR22392985	III_B7_S19	
PRJNA904727	SAMN31851763	SRX18363130	SRR22393123	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753718	SINGLE	17959544	NextSeq 2000 sequencing: GSM6753718: II_G10_S370 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753718_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/023/SRR22393123/SRR22393123.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/023/SRR22393123	II_G10_S370	
PRJNA904727	SAMN31851775	SRX18362966	SRR22392990	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753706	SINGLE	13212731	NextSeq 2000 sequencing: GSM6753706: II_C10_S322 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753706_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/090/SRR22392990/SRR22392990.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/090/SRR22392990	II_C10_S322	
PRJNA904727	SAMN31851797	SRX18363128	SRR22393125	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753684	SINGLE	11746504	NextSeq 2000 sequencing: GSM6753684: I_C3_S219 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753684_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/025/SRR22393125/SRR22393125.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/025/SRR22393125	I_C3_S219	
PRJNA904727	SAMN31851776	SRX18362965	SRR22392991	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753705	SINGLE	7580097	NextSeq 2000 sequencing: GSM6753705: II_B12_S312 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753705_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/091/SRR22392991/SRR22392991.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/091/SRR22392991	II_B12_S312	
PRJNA904727	SAMN31851798	SRX18363127	SRR22393126	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753683	SINGLE	12925599	NextSeq 2000 sequencing: GSM6753683: I_C2_S218 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753683_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/026/SRR22393126/SRR22393126.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/026/SRR22393126	I_C2_S218	
PRJNA904727	SAMN31851777	SRX18362964	SRR22392992	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753704	SINGLE	12228571	NextSeq 2000 sequencing: GSM6753704: II_B11_S311 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753704_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/092/SRR22392992/SRR22392992.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/092/SRR22392992	II_B11_S311	
PRJNA904727	SAMN31851813	SRX18363120	SRR22393133	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753668	SINGLE	12084720	NextSeq 2000 sequencing: GSM6753668: IV_F2_S158 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753668_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/033/SRR22393133/SRR22393133.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/033/SRR22393133	IV_F2_S158	
PRJNA904727	SAMN31851779	SRX18362962	SRR22392994	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753702	SINGLE	21438219	NextSeq 2000 sequencing: GSM6753702: II_A12_S300 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753702_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/094/SRR22392994/SRR22392994.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/094/SRR22392994	II_A12_S300	
PRJNA904727	SAMN31851829	SRX18362960	SRR22392996	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753652	SINGLE	13081129	NextSeq 2000 sequencing: GSM6753652: IV_A1_S97 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753652_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/096/SRR22392996/SRR22392996.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/096/SRR22392996	IV_A1_S97	
PRJNA904727	SAMN31851818	SRX18363115	SRR22393138	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753663	SINGLE	12517376	NextSeq 2000 sequencing: GSM6753663: IV_D3_S135 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753663_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/038/SRR22393138/SRR22393138.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/038/SRR22393138	IV_D3_S135	
PRJNA904727	SAMN31851830	SRX18362959	SRR22392997	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753651	SINGLE	9695000	NextSeq 2000 sequencing: GSM6753651: III_H6_S90 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753651_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/097/SRR22392997/SRR22392997.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/097/SRR22392997	III_H6_S90	
PRJNA904727	SAMN31851819	SRX18363114	SRR22393139	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753662	SINGLE	8558508	NextSeq 2000 sequencing: GSM6753662: IV_D2_S134 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753662_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/039/SRR22393139/SRR22393139.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/039/SRR22393139	IV_D2_S134	
PRJNA904727	SAMN31851832	SRX18362957	SRR22392999	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753649	SINGLE	9997334	NextSeq 2000 sequencing: GSM6753649: III_H4_S88 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753649_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/099/SRR22392999/SRR22392999.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/099/SRR22392999	III_H4_S88	
PRJNA904727	SAMN31851846	SRX18362951	SRR22393005	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753635	SINGLE	15782491	NextSeq 2000 sequencing: GSM6753635: III_C5_S29 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753635_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/005/SRR22393005/SRR22393005.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/005/SRR22393005	III_C5_S29	
PRJNA904727	SAMN31851838	SRX18363111	SRR22393142	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753643	SINGLE	4635366	NextSeq 2000 sequencing: GSM6753643: III_F4_S64 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753643_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/042/SRR22393142/SRR22393142.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/042/SRR22393142	III_F4_S64	
PRJNA904727	SAMN31851849	SRX18362948	SRR22393008	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753632	SINGLE	10942457	NextSeq 2000 sequencing: GSM6753632: III_B5_S17 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753632_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/008/SRR22393008/SRR22393008.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/008/SRR22393008	III_B5_S17	
PRJNA904727	SAMN31851839	SRX18363110	SRR22393143	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753642	SINGLE	8040833	NextSeq 2000 sequencing: GSM6753642: III_E6_S54 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753642_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/043/SRR22393143/SRR22393143.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/043/SRR22393143	III_E6_S54	
PRJNA904727	SAMN31851850	SRX18362947	SRR22393009	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753631	SINGLE	5396301	NextSeq 2000 sequencing: GSM6753631: III_B4_S16 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753631_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/009/SRR22393009/SRR22393009.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/009/SRR22393009	III_B4_S16	
PRJNA904727	SAMN31851871	SRX18362942	SRR22393014	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753610	SINGLE	8747254	NextSeq 2000 sequencing: GSM6753610: II_C7_S319 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753610_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/014/SRR22393014/SRR22393014.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/014/SRR22393014	II_C7_S319	
PRJNA904727	SAMN31851914	SRX18363228	SRR22393148	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753567	SINGLE	4999901	NextSeq 2000 sequencing: GSM6753567: IV_D12_S144 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753567_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/048/SRR22393148/SRR22393148.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/048/SRR22393148	IV_D12_S144	
PRJNA904727	SAMN31851873	SRX18362940	SRR22393016	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753608	SINGLE	6024041	NextSeq 2000 sequencing: GSM6753608: II_B8_S308 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753608_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/016/SRR22393016/SRR22393016.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/016/SRR22393016	II_B8_S308	
PRJNA904727	SAMN31851874	SRX18362939	SRR22393017	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753607	SINGLE	8737040	NextSeq 2000 sequencing: GSM6753607: II_B7_S307 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753607_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/017/SRR22393017/SRR22393017.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/017/SRR22393017	II_B7_S307	
PRJNA904727	SAMN31851915	SRX18363227	SRR22393149	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753566	SINGLE	2604822	NextSeq 2000 sequencing: GSM6753566: IV_D11_S143 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753566_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/049/SRR22393149/SRR22393149.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/049/SRR22393149	IV_D11_S143	
PRJNA904727	SAMN31851875	SRX18362938	SRR22393018	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753606	SINGLE	3828597	NextSeq 2000 sequencing: GSM6753606: II_A9_S297 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753606_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/018/SRR22393018/SRR22393018.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/018/SRR22393018	II_A9_S297	
PRJNA904727	SAMN31851621	SRX18363225	SRR22393151	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753860	SINGLE	10115475	NextSeq 2000 sequencing: GSM6753860: IV_F8_S164 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753860_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/051/SRR22393151/SRR22393151.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/051/SRR22393151	IV_F8_S164	
